# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.12.0-pre1

dailyreward::0ca1a342-c843-4a8d-a006-cee8d45fea0a, date, 810974696D657374616D700400000197C440D937
dailyreward::83a7b05f-bb2f-488d-af16-a5821c5cabac, date, 810974696D657374616D700400000197C6DFA8F8
dailyreward::85ccebb0-f9e4-4b21-ab13-3f9ae8ff4d96, date, 810974696D657374616D700400000197CA2E8524
dailyreward::368f8251-d166-4d92-b15e-ccd2fa6b070c, date, 810974696D657374616D700400000197B66EE255
dailyreward::514efc64-cf17-41d8-b867-f3e00324da48, date, 810974696D657374616D700400000197C736C335
dailyreward::0559e51d-1134-45fc-a11d-7ae991ccbb4a, date, 810974696D657374616D700400000197B64C37EB
dailyreward::589d0560-4f95-4ba0-9e52-9a743e50e68b, date, 810974696D657374616D700400000197B70AED34
dailyreward::769fe286-03b4-4742-9fbe-75398ddafaa9, date, 810974696D657374616D700400000197B5A48FD0
dailyreward::6272d13b-f1cf-4280-b110-2bf06bf9fe98, date, 810974696D657374616D700400000197CA1EF011
dailyreward::38560d29-92d8-45d9-99e1-9f60e51fae05, date, 810974696D657374616D700400000197C588A6A4
dailyreward::68686a4d-a880-40ce-bb66-1aeb725b71ac, date, 810974696D657374616D700400000197C4CDD78B
dailyreward::6632946e-6cbd-405a-950b-a25b6984e77a, date, 810974696D657374616D700400000197B6B0D1D5
dailyreward::22322678-1cc6-499e-a576-88bf5136b62b, date, 810974696D657374616D700400000197B5901603
dailyreward::a639ae07-a530-4151-bc9e-6db0390faa09, date, 810974696D657374616D700400000197B61AB8A1
dailyreward::a991684d-69bc-48a2-8e0b-ed76b3c6d348, date, 810974696D657374616D700400000197B5E1892E
dailyreward::b3f6e258-c803-4247-8f90-519c946b1a14, date, 810974696D657374616D700400000197B6BB3566
dailyreward::b287efa8-d7b3-42e7-be10-3c7bf8b3f2e4, date, 810974696D657374616D700400000197C5CB131C
dailyreward::ccc2cfec-3945-493d-8519-8c80fe8937b2, date, 810974696D657374616D700400000197C4832066
dailyreward::d1dcc9f8-9f0f-40a7-95cc-21d677324e42, date, 810974696D657374616D700400000197B5F6064C
dailyreward::d7a4cdce-82bd-4dd5-beb4-a0af19beccd8, date, 810974696D657374616D700400000197B5ACE4CF
dailyreward::da40e6bc-d08b-432d-916a-ce7fc6cb3a57, date, 810974696D657374616D700400000197B54C1A35
dailyreward::dcf83d1d-5534-4dc8-9678-13fc9d4c2b87, date, 810974696D657374616D700400000197B592562E
dailyreward::e116631d-c829-415c-8cb4-5e4ee1b3a6e9, date, 810974696D657374616D700400000197B62223A8
dailyreward::e1154352-0d28-445d-98b5-2c31d09684d6, date, 810974696D657374616D700400000197C6067E0C
dailyreward::ee84e29f-8795-4ef6-9822-881ab0d7bd5b, date, 810974696D657374616D700400000197C5E2BD51
dailyreward::efb58f35-bf82-4be5-9db9-aafed9aba29e, date, 810974696D657374616D700400000197CA3754C9
dailyreward::f854df7c-7fb4-4442-813e-88665c65636e, date, 810974696D657374616D700400000197B5577D8A
dailyreward::fc3ea464-e7e1-4545-9cc8-7dfea77baff8, date, 810974696D657374616D700400000197B5687192
dailyreward::fffd86ac-a64e-4065-bfb3-eb783a172f88, date, 810974696D657374616D700400000197B5CCA9D2
stats::2b5a7ce2-43db-4cd7-a99c-aa57fb0e6c46::page, long, 0000000000000001
stats::2b5a7ce2-43db-4cd7-a99c-aa57fb0e6c46::pagetype, string, 800563726F7073
stats::2b5a7ce2-43db-4cd7-a99c-aa57fb0e6c46::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A99CAA57FB0E6C460B6D6F737453696742697473042B5A7CE243DB4CD7
stats::7ba638f1-3daf-406f-a002-ffcbd8592d47::page, string, 800131
stats::7ba638f1-3daf-406f-a002-ffcbd8592d47::pagetype, string, 800563726F7073
stats::7ba638f1-3daf-406f-a002-ffcbd8592d47::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A002FFCBD8592D470B6D6F737453696742697473047BA638F13DAF406F
stats::22a30d32-6eef-4938-ba87-364d3fe7d8e6::page, long, 0000000000000001
stats::22a30d32-6eef-4938-ba87-364d3fe7d8e6::pagetype, string, 800767656E6572616C
stats::22a30d32-6eef-4938-ba87-364d3fe7d8e6::target, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049A5A19CB280F8CE10B6D6F73745369674269747304D04B1DE88E9A4ED1
stats::62b6cf5f-8e1e-4fbc-9a6e-ab65262d2634::page, long, 0000000000000002
stats::62b6cf5f-8e1e-4fbc-9a6e-ab65262d2634::pagetype, string, 800563726F7073
stats::62b6cf5f-8e1e-4fbc-9a6e-ab65262d2634::target, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049A6EAB65262D26340B6D6F7374536967426974730462B6CF5F8E1E4FBC
stats::514efc64-cf17-41d8-b867-f3e00324da48::page, long, 0000000000000001
stats::514efc64-cf17-41d8-b867-f3e00324da48::pagetype, string, 80046D6F6273
stats::514efc64-cf17-41d8-b867-f3e00324da48::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304B867F3E00324DA480B6D6F73745369674269747304514EFC64CF1741D8
stats::6272d13b-f1cf-4280-b110-2bf06bf9fe98::page, long, 0000000000000001
stats::6272d13b-f1cf-4280-b110-2bf06bf9fe98::pagetype, string, 800767656E6572616C
stats::6272d13b-f1cf-4280-b110-2bf06bf9fe98::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304B1102BF06BF9FE980B6D6F737453696742697473046272D13BF1CF4280
stats::38560d29-92d8-45d9-99e1-9f60e51fae05::page, long, 0000000000000001
stats::38560d29-92d8-45d9-99e1-9f60e51fae05::pagetype, string, 800563726F7073
stats::38560d29-92d8-45d9-99e1-9f60e51fae05::target, offlineplayer, 810475756964800455554944820C6C65617374536967426974730499E19F60E51FAE050B6D6F7374536967426974730438560D2992D845D9
stats::45726961-c646-41da-9be5-92639e903a78::page, long, 0000000000000001
stats::45726961-c646-41da-9be5-92639e903a78::pagetype, string, 800563726F7073
stats::45726961-c646-41da-9be5-92639e903a78::target, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049BE592639E903A780B6D6F7374536967426974730445726961C64641DA
stats::b287efa8-d7b3-42e7-be10-3c7bf8b3f2e4::page, long, 0000000000000001
stats::b287efa8-d7b3-42e7-be10-3c7bf8b3f2e4::pagetype, string, 800563726F7073
stats::b287efa8-d7b3-42e7-be10-3c7bf8b3f2e4::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304BE103C7BF8B3F2E40B6D6F73745369674269747304B287EFA8D7B342E7
stats::ee84e29f-8795-4ef6-9822-881ab0d7bd5b::page, long, 0000000000000003
stats::ee84e29f-8795-4ef6-9822-881ab0d7bd5b::pagetype, string, 800563726F7073
stats::ee84e29f-8795-4ef6-9822-881ab0d7bd5b::target, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049822881AB0D7BD5B0B6D6F73745369674269747304EE84E29F87954EF6
worker::7ba638f1-3daf-406f-a002-ffcbd8592d47::amount, integer, 00000004
worker::7ba638f1-3daf-406f-a002-ffcbd8592d47::farmtype, integer, 00000001
worker::7ba638f1-3daf-406f-a002-ffcbd8592d47::max, long, 0000000000000080
worker::7ba638f1-3daf-406f-a002-ffcbd8592d47::price, long, 000000000000000A
worker::7ba638f1-3daf-406f-a002-ffcbd8592d47::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A002FFCBD8592D470B6D6F737453696742697473047BA638F13DAF406F
worker::6272d13b-f1cf-4280-b110-2bf06bf9fe98::amount, integer, 00000000
worker::6272d13b-f1cf-4280-b110-2bf06bf9fe98::farmtype, integer, 00000001
worker::6272d13b-f1cf-4280-b110-2bf06bf9fe98::max, long, 00000000000000A0
worker::6272d13b-f1cf-4280-b110-2bf06bf9fe98::price, long, 000000000000000C
worker::6272d13b-f1cf-4280-b110-2bf06bf9fe98::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304B1102BF06BF9FE980B6D6F737453696742697473046272D13BF1CF4280
worker::<none>::target, offlineplayer, 810475756964800455554944820C6C656173745369674269747304B1102BF06BF9FE980B6D6F737453696742697473046272D13BF1CF4280

